Month,Metric,Store,Amount
May 2025,COGS (food +packaging),JAY,17.6
May 2025,Gross margin,JAY,30.4
May 2025,store Labor Cost,JAY,5.3
May 2025,Utility Cost,JAY,1.6
May 2025,Rent ,JAY,3.8
May 2025,CAM,JAY,0.1
May 2025,Aggregator commission,JAY,5.6
May 2025,Marketing & advertisement,JAY,1.7
May 2025,Other opex expenses,JAY,2.5
May 2025,Total outlet expenses,JAY,20.8
May 2025,Outlet EBITDA,JAY,9.6
Aug 2024,Gross Sales,MOM,7.4
Aug 2024,GST,MOM,0.1
Aug 2024,Net Sales,MOM,7.3
Aug 2024,COGS (food +packaging),MOM,3.0
Aug 2024,Gross margin,MOM,4.4
Aug 2024,store Labor Cost,MOM,3.1
Aug 2024,Utility Cost,MOM,0.6
Aug 2024,Rent ,MOM,0.9
Aug 2024,CAM,MOM,0.4
Aug 2024,Aggregator commission,MOM,1.1
Aug 2024,Marketing & advertisement,MOM,0.6
Aug 2024,Other opex expenses,MOM,0.9
Aug 2024,Total outlet expenses,MOM,7.7
Aug 2024,Outlet EBITDA,MOM,-3.4
May 2025,Gross Sales,MOM,45.4
May 2025,GST,MOM,0.4
May 2025,Net Sales,MOM,45.0
May 2025,COGS (food +packaging),MOM,16.6
May 2025,Gross margin,MOM,28.4
May 2025,store Labor Cost,MOM,6.1
May 2025,Utility Cost,MOM,1.7
May 2025,Rent ,MOM,1.7
May 2025,CAM,MOM,0.4
May 2025,Aggregator commission,MOM,8.0
May 2025,Marketing & advertisement,MOM,1.7
May 2025,Other opex expenses,MOM,1.6
May 2025,Total outlet expenses,MOM,21.2
May 2025,Outlet EBITDA,MOM,7.2
May 2025,Gross Sales,NUN,54.9
May 2025,GST,NUN,0.7
May 2025,Net Sales,NUN,54.2
May 2025,COGS (food +packaging),NUN,19.2
May 2025,Gross margin,NUN,35.0
May 2025,store Labor Cost,NUN,5.6
May 2025,Utility Cost,NUN,2.1
May 2025,Rent ,NUN,3.8
May 2025,CAM,NUN,0.0
May 2025,Aggregator commission,NUN,8.4
May 2025,Marketing & advertisement,NUN,1.7
May 2025,Other opex expenses,NUN,1.6
May 2025,Total outlet expenses,NUN,23.2
May 2025,Outlet EBITDA,NUN,11.8
May 2025,Gross Sales,AYN,26.6
May 2025,GST,AYN,0.3
May 2025,Net Sales,AYN,26.3
May 2025,COGS (food +packaging),AYN,9.0
May 2025,Gross margin,AYN,17.3
May 2025,store Labor Cost,AYN,3.8
May 2025,Utility Cost,AYN,1.2
May 2025,Rent ,AYN,1.5
May 2025,CAM,AYN,0.0
May 2025,Aggregator commission,AYN,4.1
May 2025,Marketing & advertisement,AYN,1.6
May 2025,Other opex expenses,AYN,1.4
May 2025,Total outlet expenses,AYN,13.5
May 2025,Outlet EBITDA,AYN,3.7
May 2025,Gross Sales,PER,24.0
May 2025,GST,PER,0.5
May 2025,Net Sales,PER,23.6
May 2025,COGS (food +packaging),PER,8.7
May 2025,Gross margin,PER,14.9
May 2025,store Labor Cost,PER,4.1
May 2025,Utility Cost,PER,1.3
May 2025,Rent ,PER,2.3
May 2025,CAM,PER,0.0
May 2025,Aggregator commission,PER,3.0
May 2025,Marketing & advertisement,PER,1.4
May 2025,Other opex expenses,PER,1.0
May 2025,Total outlet expenses,PER,13.1
May 2025,Outlet EBITDA,PER,1.8
May 2025,Gross Sales,OPP,35.4
May 2025,GST,OPP,0.5
May 2025,Net Sales,OPP,34.9
May 2025,COGS (food +packaging),OPP,12.4
May 2025,Gross margin,OPP,22.5
May 2025,store Labor Cost,OPP,3.8
May 2025,Utility Cost,OPP,1.4
May 2025,Rent ,OPP,2.1
May 2025,CAM,OPP,0.4
May 2025,Aggregator commission,OPP,5.0
May 2025,Marketing & advertisement,OPP,1.8
May 2025,Other opex expenses,OPP,1.0
May 2025,Total outlet expenses,OPP,15.5
May 2025,Outlet EBITDA,OPP,7.0
May 2025,Gross Sales,BOM,28.6
May 2025,GST,BOM,0.4
May 2025,Net Sales,BOM,28.3
May 2025,COGS (food +packaging),BOM,11.0
May 2025,Gross margin,BOM,17.3
May 2025,store Labor Cost,BOM,5.3
May 2025,Utility Cost,BOM,1.8
May 2025,Rent ,BOM,2.2
May 2025,CAM,BOM,0.1
May 2025,Aggregator commission,BOM,4.4
May 2025,Marketing & advertisement,BOM,3.4
May 2025,Other opex expenses,BOM,1.5
May 2025,Total outlet expenses,BOM,18.8
May 2025,Outlet EBITDA,BOM,-1.5
May 2025,Gross Sales,MAY,29.6
May 2025,GST,MAY,0.0
May 2025,Net Sales,MAY,29.6
May 2025,COGS (food +packaging),MAY,10.9
May 2025,Gross margin,MAY,18.8
May 2025,store Labor Cost,MAY,4.7
May 2025,Utility Cost,MAY,1.3
May 2025,Rent ,MAY,0.5
May 2025,CAM,MAY,0.0
May 2025,Aggregator commission,MAY,6.5
May 2025,Marketing & advertisement,MAY,2.9
May 2025,Other opex expenses,MAY,1.3
May 2025,Total outlet expenses,MAY,17.2
May 2025,Outlet EBITDA,MAY,1.6
May 2025,Gross Sales,AMZ,20.5
May 2025,GST,AMZ,1.0
May 2025,Net Sales,AMZ,19.5
May 2025,COGS (food +packaging),AMZ,9.5
May 2025,Gross margin,AMZ,10.0
May 2025,store Labor Cost,AMZ,4.4
May 2025,Utility Cost,AMZ,0.0
May 2025,Rent ,AMZ,0.0
May 2025,CAM,AMZ,0.0
May 2025,Aggregator commission,AMZ,0.0
May 2025,Marketing & advertisement,AMZ,0.0
May 2025,Other opex expenses,AMZ,1.0
May 2025,Total outlet expenses,AMZ,5.4
May 2025,Outlet EBITDA,AMZ,4.6
May 2025,Gross Sales,DLT,22.1
May 2025,GST,DLT,0.3
May 2025,Net Sales,DLT,21.8
May 2025,COGS (food +packaging),DLT,7.4
May 2025,Gross margin,DLT,14.3
May 2025,store Labor Cost,DLT,3.7
May 2025,Utility Cost,DLT,0.8
May 2025,Rent ,DLT,2.8
May 2025,CAM,DLT,0.8
May 2025,Aggregator commission,DLT,3.3
May 2025,Marketing & advertisement,DLT,1.6
May 2025,Other opex expenses,DLT,1.1
May 2025,Total outlet expenses,DLT,14.2
May 2025,Outlet EBITDA,DLT,0.2
May 2025,Gross Sales,MMM,30.1
May 2025,GST,MMM,1.0
May 2025,Net Sales,MMM,29.1
May 2025,COGS (food +packaging),MMM,10.8
May 2025,Gross margin,MMM,18.4
May 2025,store Labor Cost,MMM,4.2
May 2025,Utility Cost,MMM,1.7
May 2025,Rent ,MMM,3.2
May 2025,CAM,MMM,0.7
May 2025,Aggregator commission,MMM,1.9
May 2025,Marketing & advertisement,MMM,1.3
May 2025,Other opex expenses,MMM,1.1
May 2025,Total outlet expenses,MMM,14.1
May 2025,Outlet EBITDA,MMM,4.3
May 2025,Gross Sales,RAJ,28.5
May 2025,GST,RAJ,0.4
May 2025,Net Sales,RAJ,28.1
May 2025,COGS (food +packaging),RAJ,9.2
May 2025,Gross margin,RAJ,18.9
May 2025,store Labor Cost,RAJ,3.8
May 2025,Utility Cost,RAJ,1.6
May 2025,Rent ,RAJ,2.4
May 2025,CAM,RAJ,0.0
May 2025,Aggregator commission,RAJ,4.3
May 2025,Marketing & advertisement,RAJ,1.4
May 2025,Other opex expenses,RAJ,1.7
May 2025,Total outlet expenses,RAJ,15.1
May 2025,Outlet EBITDA,RAJ,3.8
May 2025,Gross Sales,WHT,33.8
May 2025,GST,WHT,0.4
May 2025,Net Sales,WHT,33.5
May 2025,COGS (food +packaging),WHT,11.5
May 2025,Gross margin,WHT,22.0
May 2025,store Labor Cost,WHT,5.3
May 2025,Utility Cost,WHT,2.0
May 2025,Rent ,WHT,3.5
May 2025,CAM,WHT,0.5
May 2025,Aggregator commission,WHT,5.5
May 2025,Marketing & advertisement,WHT,2.0
May 2025,Other opex expenses,WHT,1.5
May 2025,Total outlet expenses,WHT,20.3
May 2025,Outlet EBITDA,WHT,1.7
May 2025,Gross Sales,PTG,25.7
May 2025,GST,PTG,0.6
May 2025,Net Sales,PTG,25.1
May 2025,COGS (food +packaging),PTG,9.2
May 2025,Gross margin,PTG,15.9
May 2025,store Labor Cost,PTG,3.5
May 2025,Utility Cost,PTG,1.4
May 2025,Rent ,PTG,4.7
May 2025,CAM,PTG,0.0
May 2025,Aggregator commission,PTG,2.7
May 2025,Marketing & advertisement,PTG,2.7
May 2025,Other opex expenses,PTG,1.5
May 2025,Total outlet expenses,PTG,16.6
May 2025,Outlet EBITDA,PTG,-0.7
May 2025,Gross Sales,TGN,39.0
May 2025,GST,TGN,0.6
May 2025,Net Sales,TGN,38.4
May 2025,COGS (food +packaging),TGN,13.6
May 2025,Gross margin,TGN,24.8
May 2025,store Labor Cost,TGN,4.5
May 2025,Utility Cost,TGN,1.5
May 2025,Rent ,TGN,3.6
May 2025,CAM,TGN,0.3
May 2025,Aggregator commission,TGN,5.5
May 2025,Marketing & advertisement,TGN,2.9
May 2025,Other opex expenses,TGN,1.9
May 2025,Total outlet expenses,TGN,20.1
May 2025,Outlet EBITDA,TGN,4.6
May 2025,Gross Sales,SHA,17.5
May 2025,GST,SHA,0.0
May 2025,Net Sales,SHA,17.5
May 2025,COGS (food +packaging),SHA,6.7
May 2025,Gross margin,SHA,10.9
May 2025,store Labor Cost,SHA,3.9
May 2025,Utility Cost,SHA,1.0
May 2025,Rent ,SHA,0.5
May 2025,CAM,SHA,0.0
May 2025,Aggregator commission,SHA,3.8
May 2025,Marketing & advertisement,SHA,3.0
May 2025,Other opex expenses,SHA,1.3
May 2025,Total outlet expenses,SHA,13.5
May 2025,Outlet EBITDA,SHA,-2.6
May 2025,Gross Sales,HKZ,53.9
May 2025,GST,HKZ,0.6
May 2025,Net Sales,HKZ,53.3
May 2025,COGS (food +packaging),HKZ,19.2
May 2025,Gross margin,HKZ,34.1
May 2025,store Labor Cost,HKZ,7.4
May 2025,Utility Cost,HKZ,2.0
May 2025,Rent ,HKZ,5.7
May 2025,CAM,HKZ,0.0
May 2025,Aggregator commission,HKZ,9.0
May 2025,Marketing & advertisement,HKZ,4.3
May 2025,Other opex expenses,HKZ,2.3
May 2025,Total outlet expenses,HKZ,30.7
May 2025,Outlet EBITDA,HKZ,3.4
May 2025,Gross Sales,MFT,14.8
May 2025,GST,MFT,0.7
May 2025,Net Sales,MFT,14.1
May 2025,COGS (food +packaging),MFT,6.4
May 2025,Gross margin,MFT,7.6
May 2025,store Labor Cost,MFT,2.9
May 2025,Utility Cost,MFT,0.0
May 2025,Rent ,MFT,0.0
May 2025,CAM,MFT,0.0
May 2025,Aggregator commission,MFT,0.0
May 2025,Marketing & advertisement,MFT,0.0
May 2025,Other opex expenses,MFT,1.2
May 2025,Total outlet expenses,MFT,4.1
May 2025,Outlet EBITDA,MFT,3.6
May 2025,Gross Sales,NEX,27.9
May 2025,GST,NEX,0.6
May 2025,Net Sales,NEX,27.2
May 2025,COGS (food +packaging),NEX,9.9
May 2025,Gross margin,NEX,17.4
May 2025,store Labor Cost,NEX,3.6
May 2025,Utility Cost,NEX,1.1
May 2025,Rent ,NEX,2.1
May 2025,CAM,NEX,0.5
May 2025,Aggregator commission,NEX,3.1
May 2025,Marketing & advertisement,NEX,1.6
May 2025,Other opex expenses,NEX,1.2
May 2025,Total outlet expenses,NEX,13.3
May 2025,Outlet EBITDA,NEX,4.1
May 2025,Gross Sales,PAD,26.7
May 2025,GST,PAD,0.7
May 2025,Net Sales,PAD,26.0
May 2025,COGS (food +packaging),PAD,9.8
May 2025,Gross margin,PAD,16.3
May 2025,store Labor Cost,PAD,5.1
May 2025,Utility Cost,PAD,1.7
May 2025,Rent ,PAD,2.1
May 2025,CAM,PAD,0.0
May 2025,Aggregator commission,PAD,2.6
May 2025,Marketing & advertisement,PAD,2.4
May 2025,Other opex expenses,PAD,1.6
May 2025,Total outlet expenses,PAD,15.5
May 2025,Outlet EBITDA,PAD,0.7
May 2025,Gross Sales,FKM,11.7
May 2025,GST,FKM,0.6
May 2025,Net Sales,FKM,11.1
May 2025,COGS (food +packaging),FKM,6.0
May 2025,Gross margin,FKM,5.2
May 2025,store Labor Cost,FKM,3.1
May 2025,Utility Cost,FKM,0.6
May 2025,Rent ,FKM,1.6
May 2025,CAM,FKM,0.6
May 2025,Aggregator commission,FKM,0.0
May 2025,Marketing & advertisement,FKM,2.1
May 2025,Other opex expenses,FKM,1.2
May 2025,Total outlet expenses,FKM,9.3
May 2025,Outlet EBITDA,FKM,-4.1
May 2025,Gross Sales,MTM,1.6
May 2025,GST,MTM,0.1
May 2025,Net Sales,MTM,1.6
May 2025,COGS (food +packaging),MTM,0.6
May 2025,Gross margin,MTM,1.0
May 2025,store Labor Cost,MTM,5.2
May 2025,Utility Cost,MTM,0.7
May 2025,Rent ,MTM,1.7
May 2025,CAM,MTM,2.3
May 2025,Aggregator commission,MTM,0.0
May 2025,Marketing & advertisement,MTM,0.2
May 2025,Other opex expenses,MTM,0.6
May 2025,Total outlet expenses,MTM,10.7
May 2025,Outlet EBITDA,MTM,-9.7
May 2025,Gross Sales,WST,10.5
May 2025,GST,WST,0.5
May 2025,Net Sales,WST,10.0
May 2025,COGS (food +packaging),WST,3.9
May 2025,Gross margin,WST,6.1
May 2025,store Labor Cost,WST,4.0
May 2025,Utility Cost,WST,0.7
May 2025,Rent ,WST,1.4
May 2025,CAM,WST,0.7
May 2025,Aggregator commission,WST,0.0
May 2025,Marketing & advertisement,WST,0.2
May 2025,Other opex expenses,WST,2.4
May 2025,Total outlet expenses,WST,9.4
May 2025,Outlet EBITDA,WST,-3.4
Apr 2024,Online Sales,EGL,1.6
May 2024,Online Sales,EGL,1.9
Jun 2024,Online Sales,EGL,1.7
Jul 2024,Online Sales,EGL,2.1
Aug 2024,Online Sales,EGL,1.9
May 2025,Online Sales,EGL,2.3
Apr 2024,Online Sales,ITPL,42.4
May 2024,Online Sales,ITPL,39.0
Jun 2024,Online Sales,ITPL,38.6
Jul 2024,Online Sales,ITPL,39.1
Aug 2024,Online Sales,ITPL,36.6
May 2025,Online Sales,ITPL,35.4
Apr 2024,Online Sales,RMZ,4.6
May 2024,Online Sales,RMZ,5.9
Jun 2024,Online Sales,RMZ,4.7
Jul 2024,Online Sales,RMZ,5.1
Aug 2024,Online Sales,RMZ,6.3
May 2025,Online Sales,RMZ,6.3
Apr 2024,Online Sales,KOR,26.3
May 2024,Online Sales,KOR,29.8
Jun 2024,Online Sales,KOR,29.4
Jul 2024,Online Sales,KOR,32.3
Aug 2024,Online Sales,KOR,32.0
May 2025,Online Sales,KOR,44.3
May 2025,Online Sales,INB,0.0
Apr 2024,Online Sales,DIV,11.1
May 2024,Online Sales,DIV,13.8
Jun 2024,Online Sales,DIV,14.1
Jul 2024,Online Sales,DIV,11.2
Aug 2024,Online Sales,DIV,10.0
May 2025,Online Sales,DIV,9.8
Apr 2024,Online Sales,IND,48.7
May 2024,Online Sales,IND,58.1
Jun 2024,Online Sales,IND,61.6
Jul 2024,Online Sales,IND,68.6
Aug 2024,Online Sales,IND,70.6
May 2025,Online Sales,IND,76.9
Apr 2024,Online Sales,BAG,4.4
May 2024,Online Sales,BAG,4.7
Jun 2024,Online Sales,BAG,4.2
Jul 2024,Online Sales,BAG,3.7
Aug 2024,Online Sales,BAG,4.3
May 2025,Online Sales,BAG,0.0
May 2025,Online Sales,ECO-old,0.0
May 2025,Online Sales,DLF,0.0
Apr 2024,Online Sales,MAN,9.2
May 2024,Online Sales,MAN,6.6
Jun 2024,Online Sales,MAN,9.6
Jul 2024,Online Sales,MAN,12.5
Aug 2024,Online Sales,MAN,14.6
May 2025,Online Sales,MAN,9.4
Apr 2024,Online Sales,ECW-old,26.1
May 2024,Online Sales,ECW-old,23.8
Jun 2024,Online Sales,ECW-old,29.3
Jul 2024,Online Sales,ECW-old,28.9
Aug 2024,Online Sales,ECW-old,7.6
May 2025,Online Sales,ECW-old,11.3
Apr 2024,Online Sales,MTP,0.0
May 2024,Online Sales,MTP,0.0
Jun 2024,Online Sales,MTP,0.0
Jul 2024,Online Sales,MTP,0.0
Aug 2024,Online Sales,MTP,0.0
May 2025,Online Sales,MTP,0.0
May 2025,Online Sales,ETV,0.0
Apr 2024,Online Sales,VIR,16.6
May 2024,Online Sales,VIR,22.9
Jun 2024,Online Sales,VIR,23.6
Jul 2024,Online Sales,VIR,23.4
Aug 2024,Online Sales,VIR,23.5
May 2025,Online Sales,VIR,36.0
May 2025,Online Sales,Tecno,0.0
Apr 2024,Online Sales,ARK,35.9
May 2024,Online Sales,ARK,38.5
Jun 2024,Online Sales,ARK,41.5
Jul 2024,Online Sales,ARK,46.0
Aug 2024,Online Sales,ARK,54.3
May 2025,Online Sales,ARK,48.0
May 2025,Online Sales,SIG,0.0
Apr 2024,Online Sales,HSR,53.7
May 2024,Online Sales,HSR,58.2
Jun 2024,Online Sales,HSR,62.4
Jul 2024,Online Sales,HSR,66.5
Aug 2024,Online Sales,HSR,65.1
May 2025,Online Sales,HSR,72.4
Apr 2024,Online Sales,CVR,0.0
May 2024,Online Sales,CVR,0.0
Jun 2024,Online Sales,CVR,0.0
Jul 2024,Online Sales,CVR,0.0
Aug 2024,Online Sales,CVR,0.0
May 2025,Online Sales,CVR,0.0
Jun 2024,Online Sales,SJP,0.0
Jul 2024,Online Sales,SJP,3.9
Aug 2024,Online Sales,SJP,30.7
May 2025,Online Sales,SJP,47.7
Apr 2024,Online Sales,ORW,7.9
May 2024,Online Sales,ORW,10.9
Jun 2024,Online Sales,ORW,9.4
Jul 2024,Online Sales,ORW,9.1
Aug 2024,Online Sales,ORW,9.6
May 2025,Online Sales,ORW,0.0
Apr 2024,Online Sales,EST,24.8
May 2024,Online Sales,EST,26.6
Jun 2024,Online Sales,EST,28.7
Jul 2024,Online Sales,EST,30.0
Aug 2024,Online Sales,EST,31.2
May 2025,Online Sales,EST,30.1
Jun 2024,Online Sales,ORE,0.0
Jul 2024,Online Sales,ORE,0.0
Aug 2024,Online Sales,ORE,0.0
May 2025,Online Sales,ORE,0.0
Apr 2024,Online Sales,JPN,32.7
May 2024,Online Sales,JPN,38.5
Jun 2024,Online Sales,JPN,43.1
Jul 2024,Online Sales,JPN,42.6
Aug 2024,Online Sales,JPN,45.2
May 2025,Online Sales,JPN,27.2
Jun 2024,Online Sales,JPC,0.0
Jul 2024,Online Sales,JPC,0.0
Aug 2024,Online Sales,JPC,0.0
May 2025,Online Sales,JPC,0.0
Jun 2024,Online Sales,PTP,0.0
Jul 2024,Online Sales,PTP,0.0
Aug 2024,Online Sales,PTP,10.2
May 2025,Online Sales,PTP,26.3
Jun 2024,Online Sales,SEC,0.0
Jul 2024,Online Sales,SEC,0.0
Aug 2024,Online Sales,SEC,0.0
May 2025,Online Sales,SEC,0.0
Apr 2024,Online Sales,SYH,35.2
May 2024,Online Sales,SYH,33.9
Jun 2024,Online Sales,SYH,35.3
Jul 2024,Online Sales,SYH,37.4
Aug 2024,Online Sales,SYH,44.3
May 2025,Online Sales,SYH,43.5
Apr 2024,Online Sales,ETF,0.0
May 2024,Online Sales,ETF,0.0
Jun 2024,Online Sales,ETF,0.0
Jul 2024,Online Sales,ETF,0.0
Aug 2024,Online Sales,ETF,0.0
May 2025,Online Sales,ETF,0.0
Apr 2024,Online Sales,GSC,0.0
May 2024,Online Sales,GSC,0.0
Jun 2024,Online Sales,GSC,0.0
Jul 2024,Online Sales,GSC,0.0
Aug 2024,Online Sales,GSC,0.0
May 2025,Online Sales,GSC,0.0
Jun 2024,Online Sales,PRI,0.0
Jul 2024,Online Sales,PRI,0.0
Aug 2024,Online Sales,PRI,0.0
May 2025,Online Sales,PRI,0.0
Apr 2024,Online Sales,ECN,14.3
May 2024,Online Sales,ECN,15.7
Jun 2024,Online Sales,ECN,13.8
Jul 2024,Online Sales,ECN,14.8
Aug 2024,Online Sales,ECN,13.8
May 2025,Online Sales,ECN,7.6
Apr 2024,Online Sales,RGA,19.2
May 2024,Online Sales,RGA,20.6
Jun 2024,Online Sales,RGA,23.9
Jul 2024,Online Sales,RGA,23.3
Aug 2024,Online Sales,RGA,15.9
May 2025,Online Sales,RGA,23.7
Apr 2024,Online Sales,KNP,13.8
May 2024,Online Sales,KNP,15.7
Jun 2024,Online Sales,KNP,17.8
Jul 2024,Online Sales,KNP,18.3
Aug 2024,Online Sales,KNP,20.5
May 2025,Online Sales,KNP,27.7
Apr 2024,Online Sales,KCK,42.6
May 2024,Online Sales,KCK,47.1
Jun 2024,Online Sales,KCK,49.4
Jul 2024,Online Sales,KCK,48.5
Aug 2024,Online Sales,KCK,49.9
May 2025,Online Sales,KCK,54.3
Apr 2024,Online Sales,BVG,19.0
May 2024,Online Sales,BVG,21.7
Jun 2024,Online Sales,BVG,21.9
Jul 2024,Online Sales,BVG,24.7
Aug 2024,Online Sales,BVG,26.6
May 2025,Online Sales,BVG,28.2
Apr 2024,Online Sales,CLA,28.9
May 2024,Online Sales,CLA,29.3
Jun 2024,Online Sales,CLA,30.2
Jul 2024,Online Sales,CLA,30.6
Aug 2024,Online Sales,CLA,33.1
May 2025,Online Sales,CLA,34.5
Apr 2024,Online Sales,IBC,5.4
May 2024,Online Sales,IBC,5.1
Jun 2024,Online Sales,IBC,6.5
Jul 2024,Online Sales,IBC,9.2
Aug 2024,Online Sales,IBC,8.5
May 2025,Online Sales,IBC,6.7
Apr 2024,Online Sales,BTG,14.0
May 2024,Online Sales,BTG,17.2
Jun 2024,Online Sales,BTG,14.5
Jul 2024,Online Sales,BTG,24.6
Aug 2024,Online Sales,BTG,26.0
May 2025,Online Sales,BTG,24.0
Apr 2024,Online Sales,ECT,24.9
May 2024,Online Sales,ECT,26.6
Jun 2024,Online Sales,ECT,27.1
Jul 2024,Online Sales,ECT,27.8
Aug 2024,Online Sales,ECT,30.1
May 2025,Online Sales,ECT,25.6
Apr 2024,Online Sales,RRR,14.6
May 2024,Online Sales,RRR,14.2
Jun 2024,Online Sales,RRR,15.7
Jul 2024,Online Sales,RRR,16.8
Aug 2024,Online Sales,RRR,20.5
May 2025,Online Sales,RRR,22.1
Apr 2024,Online Sales,SHV,19.4
May 2024,Online Sales,SHV,21.3
Jun 2024,Online Sales,SHV,21.3
Jul 2024,Online Sales,SHV,21.4
Aug 2024,Online Sales,SHV,22.5
May 2025,Online Sales,SHV,21.5
Apr 2024,Online Sales,DCB,7.4
May 2024,Online Sales,DCB,13.7
Jun 2024,Online Sales,DCB,11.9
Jul 2024,Online Sales,DCB,14.6
Aug 2024,Online Sales,DCB,14.1
May 2025,Online Sales,DCB,14.7
Apr 2024,Online Sales,VBP,34.8
May 2024,Online Sales,VBP,38.9
Jun 2024,Online Sales,VBP,39.4
Jul 2024,Online Sales,VBP,39.3
Aug 2024,Online Sales,VBP,40.7
May 2025,Online Sales,VBP,63.0
Apr 2024,Online Sales,ADM,55.9
May 2024,Online Sales,ADM,65.6
Jun 2024,Online Sales,ADM,69.0
Jul 2024,Online Sales,ADM,70.4
Aug 2024,Online Sales,ADM,77.5
May 2025,Online Sales,ADM,86.7
Apr 2024,Online Sales,SFC,45.0
May 2024,Online Sales,SFC,52.5
Jun 2024,Online Sales,SFC,50.0
Jul 2024,Online Sales,SFC,49.5
Aug 2024,Online Sales,SFC,44.5
May 2025,Online Sales,SFC,80.0
Apr 2024,Online Sales,SCK,43.6
May 2024,Online Sales,SCK,48.6
Jun 2024,Online Sales,SCK,46.7
Jul 2024,Online Sales,SCK,49.0
Aug 2024,Online Sales,SCK,55.5
May 2025,Online Sales,SCK,64.7
Apr 2024,Online Sales,SES,26.0
May 2024,Online Sales,SES,29.7
Jun 2024,Online Sales,SES,28.4
Jul 2024,Online Sales,SES,27.8
Aug 2024,Online Sales,SES,29.4
May 2025,Online Sales,SES,37.0
Apr 2024,Online Sales,JIG,36.7
May 2024,Online Sales,JIG,38.5
Jun 2024,Online Sales,JIG,37.4
Jul 2024,Online Sales,JIG,37.9
Aug 2024,Online Sales,JIG,38.4
May 2025,Online Sales,JIG,47.3
Apr 2024,Online Sales,GCN,23.1
May 2024,Online Sales,GCN,24.7
Jun 2024,Online Sales,GCN,24.6
Jul 2024,Online Sales,GCN,22.6
Aug 2024,Online Sales,GCN,24.6
May 2025,Online Sales,GCN,35.0
Apr 2024,Online Sales,ANN,22.5
May 2024,Online Sales,ANN,25.0
Jun 2024,Online Sales,ANN,25.8
Jul 2024,Online Sales,ANN,25.4
Aug 2024,Online Sales,ANN,26.4
May 2025,Online Sales,ANN,34.6
Apr 2024,Online Sales,SKO,28.6
May 2024,Online Sales,SKO,29.1
Jun 2024,Online Sales,SKO,28.6
Jul 2024,Online Sales,SKO,31.2
Aug 2024,Online Sales,SKO,33.3
May 2025,Online Sales,SKO,40.7
Apr 2024,Online Sales,JAP,22.6
May 2024,Online Sales,JAP,25.7
Jun 2024,Online Sales,JAP,24.4
Jul 2024,Online Sales,JAP,26.1
Aug 2024,Online Sales,JAP,31.2
May 2025,Online Sales,JAP,37.7
Apr 2024,Online Sales,DWR,26.2
May 2024,Online Sales,DWR,31.0
Jun 2024,Online Sales,DWR,29.2
Jul 2024,Online Sales,DWR,30.1
Aug 2024,Online Sales,DWR,34.1
May 2025,Online Sales,DWR,51.1
Apr 2024,Online Sales,AVK,17.6
May 2024,Online Sales,AVK,16.4
Jun 2024,Online Sales,AVK,15.4
Jul 2024,Online Sales,AVK,15.4
Aug 2024,Online Sales,AVK,14.2
May 2025,Online Sales,AVK,8.0
Apr 2024,Online Sales,CYG,14.7
May 2024,Online Sales,CYG,13.6
Jun 2024,Online Sales,CYG,10.3
Jul 2024,Online Sales,CYG,14.6
Aug 2024,Online Sales,CYG,13.6
May 2025,Online Sales,CYG,20.7
Apr 2024,Online Sales,NSS,31.5
May 2024,Online Sales,NSS,39.1
Jun 2024,Online Sales,NSS,36.5
Jul 2024,Online Sales,NSS,37.0
Aug 2024,Online Sales,NSS,39.2
May 2025,Online Sales,NSS,44.6
Apr 2024,Online Sales,GEB,22.9
May 2024,Online Sales,GEB,26.8
Jun 2024,Online Sales,GEB,22.5
Jul 2024,Online Sales,GEB,23.3
Aug 2024,Online Sales,GEB,24.4
May 2025,Online Sales,GEB,34.2
Apr 2024,Online Sales,ROH,20.8
May 2024,Online Sales,ROH,25.4
Jun 2024,Online Sales,ROH,24.7
Jul 2024,Online Sales,ROH,24.5
Aug 2024,Online Sales,ROH,28.8
May 2025,Online Sales,ROH,43.6
Apr 2024,Online Sales,EKL,37.1
May 2024,Online Sales,EKL,42.9
Jun 2024,Online Sales,EKL,40.6
Jul 2024,Online Sales,EKL,44.5
Aug 2024,Online Sales,EKL,47.6
May 2025,Online Sales,EKL,54.7
Apr 2024,Online Sales,PBF,12.5
May 2024,Online Sales,PBF,13.1
Jun 2024,Online Sales,PBF,12.8
Jul 2024,Online Sales,PBF,12.8
Aug 2024,Online Sales,PBF,10.7
May 2025,Online Sales,PBF,23.7
Apr 2024,Online Sales,KBB,20.5
May 2024,Online Sales,KBB,21.9
Jun 2024,Online Sales,KBB,22.2
Jul 2024,Online Sales,KBB,23.8
Aug 2024,Online Sales,KBB,29.8
May 2025,Online Sales,KBB,45.0
Apr 2024,Online Sales,IHY,12.4
May 2024,Online Sales,IHY,12.3
Jun 2024,Online Sales,IHY,11.6
Jul 2024,Online Sales,IHY,13.7
Aug 2024,Online Sales,IHY,13.0
May 2025,Online Sales,IHY,0.0
Apr 2024,Online Sales,DCH,26.0
May 2024,Online Sales,DCH,25.3
Jun 2024,Online Sales,DCH,25.0
Jul 2024,Online Sales,DCH,29.1
Aug 2024,Online Sales,DCH,25.3
May 2025,Online Sales,DCH,32.2
Apr 2024,Online Sales,HAA,0.0
Apr 2024,Online Sales,SCH,0.5
May 2024,Online Sales,SCH,0.1
Jun 2024,Online Sales,SCH,0.0
Jul 2024,Online Sales,SCH,0.0
